supplier_id,contract_text,clause_risk_score
S_01916,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.59
S_01917,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.3
S_01918,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.32
S_01919,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.72
S_01920,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,44.83
S_01921,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.53
S_01922,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.29
S_01923,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.96
S_01924,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.53
S_01925,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.46
S_01926,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.72
S_01927,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.72
S_01928,Standard contract with net 30 payment terms.,32.05
S_01929,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.2
S_01930,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.37
S_01931,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.31
S_01932,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.11
S_01933,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,37.26
S_01934,Standard contract with net 30 payment terms.,31.84
S_01935,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,30.16
S_01936,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.8
S_01937,Payment terms: net 30 days.,32.06
S_01938,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.29
S_01939,Standard contract with net 30 payment terms.,34.41
S_01940,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.41
S_01941,Standard contract with net 30 payment terms.,33.39
S_01942,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.49
S_01943,Long-term partnership clause with annual reviews.,27.85
S_01944,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,15.46
S_01945,Long-term partnership clause with annual reviews.,33.24
S_01946,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,46.21
S_01947,Supplier notified raw material shortages causing delays.,45.74
S_01948,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,39.86
S_01949,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.84
S_01950,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,34.97
S_01951,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.88
S_01952,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.02
S_01953,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,36.01
S_01954,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.42
S_01955,Supplier notified raw material shortages causing delays.,42.24
S_01956,Payment terms: net 30 days.,28.99
S_01957,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.67
S_01958,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.28
S_01959,Penalty clause included for delayed delivery.,19.52
S_01960,Standard contract with net 30 payment terms.,26.21
S_01961,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.86
S_01962,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.63
S_01963,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.87
S_01964,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,30.54
S_01965,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.91
S_01966,No clear penalty clause; termination ambiguous.,56.14
S_01967,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.07
S_01968,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,48.94
S_01969,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.48
S_01970,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.13
S_01971,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.06
S_01972,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.55
S_01973,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.89
S_01974,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.09
S_01975,Payment terms: net 30 days.,34.9
S_01976,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.34
S_01977,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.62
S_01978,Supplier notified raw material shortages causing delays.,48.97
S_01979,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.73
S_01980,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.49
S_01981,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.91
S_01982,Long-term partnership clause with annual reviews.,25.12
S_01983,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.63
S_01984,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.57
S_01985,Payment terms: net 30 days.,34.87
S_01986,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,63.31
S_01987,No clear penalty clause; termination ambiguous.,55.72
S_01988,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.53
S_01989,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,32.14
S_01990,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.9
S_01991,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.06
S_01992,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.57
S_01993,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.91
S_01994,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.54
S_01995,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.15
S_01996,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.04
S_01997,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,18.01
S_01998,Supplier notified raw material shortages causing delays.,40.56
S_01999,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,43.24
S_02000,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.36
S_02001,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,18.7
S_02002,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.69
S_02003,Supplier notified raw material shortages causing delays.,44.58
S_02004,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.08
S_02005,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.76
S_02006,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.4
S_02007,Penalty clause included for delayed delivery.,22.96
S_02008,No clear penalty clause; termination ambiguous.,55.61
S_02009,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.52
S_02010,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.13
S_02011,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,50.35
S_02012,No clear penalty clause; termination ambiguous.,56.39
S_02013,Standard contract with net 30 payment terms.,28.86
S_02014,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.15
S_02015,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.44
S_02016,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.43
S_02017,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.05
S_02018,Payment terms: net 30 days.,27.72
S_02019,Penalty clause included for delayed delivery.,22.57
S_02020,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.21
S_02021,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.14
S_02022,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.04
S_02023,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,36.56
S_02024,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.26
S_02025,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.79
S_02026,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.55
S_02027,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.16
S_02028,Long-term partnership clause with annual reviews.,26.36
S_02029,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.18
S_02030,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.18
S_02031,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.6
S_02032,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.4
S_02033,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.48
S_02034,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.84
S_02035,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.16
S_02036,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.79
S_02037,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.52
S_02038,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.58
S_02039,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.06
S_02040,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.52
S_02041,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.28
S_02042,Standard contract with net 30 payment terms.,29.37
S_02043,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.36
S_02044,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.96
S_02045,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.76
S_02046,Long-term partnership clause with annual reviews.,28.75
S_02047,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.01
S_02048,Payment terms: net 30 days.,33.74
S_02049,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.91
S_02050,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.81
S_02051,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.27
S_02052,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.38
S_02053,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.61
S_02054,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.6
S_02055,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.18
S_02056,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.73
S_02057,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,50.92
S_02058,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.67
S_02059,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,73.0
S_02060,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.85
S_02061,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.22
S_02062,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.14
S_02063,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.18
S_02064,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.61
S_02065,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.64
S_02066,Payment terms: net 30 days.,33.22
S_02067,Payment terms: net 30 days.,25.51
S_02068,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.04
S_02069,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.59
S_02070,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.89
S_02071,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.63
S_02072,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.91
S_02073,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,21.56
S_02074,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.59
S_02075,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.2
S_02076,Standard contract with net 30 payment terms.,31.74
S_02077,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,55.49
S_02078,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,43.74
S_02079,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.82
S_02080,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.47
S_02081,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.6
S_02082,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.53
S_02083,Penalty clause included for delayed delivery. Payment terms: net 30 days.,17.42
S_02084,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,45.17
S_02085,Supplier notified raw material shortages causing delays.,44.69
S_02086,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.88
S_02087,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.87
S_02088,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.62
S_02089,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.09
S_02090,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,32.76
S_02091,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.25
S_02092,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.88
S_02093,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.66
S_02094,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.45
S_02095,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.59
S_02096,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.15
S_02097,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,54.56
S_02098,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.81
S_02099,Penalty clause included for delayed delivery. Payment terms: net 30 days.,16.99
S_02100,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.59
S_02101,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.18
S_02102,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,50.89
S_02103,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.51
S_02104,Penalty clause included for delayed delivery.,18.12
S_02105,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.38
S_02106,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.52
S_02107,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.26
S_02108,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.87
S_02109,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.85
S_02110,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.16
S_02111,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,48.28
S_02112,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.14
S_02113,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.04
S_02114,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.13
S_02115,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.95
S_02116,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.84
S_02117,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.5
S_02118,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.52
S_02119,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,26.59
S_02120,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.2
S_02121,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,21.35
S_02122,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.81
S_02123,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.13
S_02124,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.53
S_02125,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.39
S_02126,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.32
S_02127,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.62
S_02128,Long-term partnership clause with annual reviews.,32.52
S_02129,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.42
S_02130,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,58.05
S_02131,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.07
S_02132,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.59
S_02133,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,40.7
S_02134,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,44.04
S_02135,No clear penalty clause; termination ambiguous.,51.57
S_02136,Supplier notified raw material shortages causing delays.,47.58
S_02137,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.21
S_02138,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,37.52
S_02139,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.59
S_02140,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.3
S_02141,No clear penalty clause; termination ambiguous.,53.21
S_02142,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.23
S_02143,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.19
S_02144,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,57.84
S_02145,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,43.88
S_02146,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.93
S_02147,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.24
S_02148,No clear penalty clause; termination ambiguous.,55.48
S_02149,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.86
S_02150,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.17
S_02151,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,57.23
S_02152,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.98
S_02153,No clear penalty clause; termination ambiguous.,51.07
S_02154,Supplier notified raw material shortages causing delays.,48.5
S_02155,Supplier notified raw material shortages causing delays.,44.02
S_02156,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.26
S_02157,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.77
S_02158,Long-term partnership clause with annual reviews.,30.6
S_02159,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,55.38
S_02160,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.67
S_02161,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.77
S_02162,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.37
S_02163,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.06
S_02164,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,15.06
S_02165,No clear penalty clause; termination ambiguous.,56.32
S_02166,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,58.77
S_02167,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,49.4
S_02168,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.33
S_02169,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,46.65
S_02170,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.87
S_02171,Standard contract with net 30 payment terms.,26.19
S_02172,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.83
S_02173,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.0
S_02174,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.21
S_02175,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,35.59
S_02176,Penalty clause included for delayed delivery.,19.28
S_02177,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.26
S_02178,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.14
S_02179,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.76
S_02180,Long-term partnership clause with annual reviews.,28.64
S_02181,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.08
S_02182,Penalty clause included for delayed delivery.,19.72
S_02183,No clear penalty clause; termination ambiguous.,58.8
S_02184,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.99
S_02185,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.27
S_02186,No clear penalty clause; termination ambiguous.,59.78
S_02187,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.02
S_02188,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.55
S_02189,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.07
S_02190,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.93
S_02191,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.84
S_02192,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,40.86
S_02193,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.73
S_02194,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,73.86
