supplier_id,contract_text,clause_risk_score
S_00287,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,48.2
S_00288,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,28.44
S_00289,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,30.83
S_00290,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,19.02
S_00291,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.49
S_00292,Long-term partnership clause with annual reviews.,28.57
S_00293,Penalty clause included for delayed delivery.,22.99
S_00294,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,64.67
S_00295,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.38
S_00296,No clear penalty clause; termination ambiguous.,51.85
S_00297,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.17
S_00298,No clear penalty clause; termination ambiguous.,55.59
S_00299,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.56
S_00300,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.85
S_00301,Standard contract with net 30 payment terms.,31.59
S_00302,Long-term partnership clause with annual reviews.,30.82
S_00303,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.77
S_00304,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.04
S_00305,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.53
S_00306,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,49.14
S_00307,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.46
S_00308,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.87
S_00309,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.37
S_00310,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.57
S_00311,Long-term partnership clause with annual reviews.,33.01
S_00312,Penalty clause included for delayed delivery.,17.51
S_00313,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.27
S_00314,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.01
S_00315,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.81
S_00316,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.56
S_00317,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.58
S_00318,No clear penalty clause; termination ambiguous.,57.52
S_00319,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.24
S_00320,Payment terms: net 30 days.,29.25
S_00321,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,66.47
S_00322,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.78
S_00323,Standard contract with net 30 payment terms.,31.43
S_00324,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.02
S_00325,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.6
S_00326,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.55
S_00327,Penalty clause included for delayed delivery.,17.94
S_00328,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.7
S_00329,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,58.38
S_00330,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.65
S_00331,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.45
S_00332,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.84
S_00333,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,21.32
S_00334,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.75
S_00335,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,48.74
S_00336,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.47
S_00337,Long-term partnership clause with annual reviews.,26.34
S_00338,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.59
S_00339,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,55.97
S_00340,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,72.43
S_00341,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,70.76
S_00342,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.86
S_00343,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.48
S_00344,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,46.72
S_00345,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,52.49
S_00346,Long-term partnership clause with annual reviews.,29.45
S_00347,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,51.24
S_00348,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.86
S_00349,Penalty clause included for delayed delivery.,19.57
S_00350,Penalty clause included for delayed delivery.,15.15
S_00351,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.18
S_00352,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.13
S_00353,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,65.94
S_00354,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.81
S_00355,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.71
S_00356,No clear penalty clause; termination ambiguous.,52.77
S_00357,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,16.58
S_00358,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,53.87
S_00359,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,27.65
S_00360,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,57.34
S_00361,Payment terms: net 30 days.,27.35
S_00362,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.8
S_00363,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.15
S_00364,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.58
S_00365,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,42.82
S_00366,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.65
S_00367,Payment terms: net 30 days.,32.71
S_00368,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.89
S_00369,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,41.88
S_00370,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.92
S_00371,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.08
S_00372,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.6
S_00373,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.93
S_00374,Supplier notified raw material shortages causing delays.,45.92
S_00375,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.72
S_00376,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.51
S_00377,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,22.93
S_00378,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.83
S_00379,Payment terms: net 30 days.,31.26
S_00380,Payment terms: net 30 days.,28.57
S_00381,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.78
S_00382,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.58
S_00383,Standard contract with net 30 payment terms.,27.59
S_00384,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,47.58
S_00385,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,65.14
S_00386,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.4
S_00387,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,60.04
S_00388,Long-term partnership clause with annual reviews.,31.37
S_00389,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.44
S_00390,Long-term partnership clause with annual reviews.,33.14
S_00391,Standard contract with net 30 payment terms.,27.87
S_00392,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,50.72
S_00393,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.12
S_00394,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,63.24
S_00395,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.1
S_00396,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.79
S_00397,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.9
S_00398,Payment terms: net 30 days.,28.38
S_00399,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.78
S_00400,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.3
S_00401,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,71.6
S_00402,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.77
S_00403,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,59.92
S_00404,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.16
S_00405,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,25.89
S_00406,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.88
S_00407,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,47.8
S_00408,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.27
S_00409,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,62.42
S_00410,Supplier notified raw material shortages causing delays.,40.07
S_00411,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.91
S_00412,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,29.74
S_00413,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,43.37
S_00414,Long-term partnership clause with annual reviews.,34.41
S_00415,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,59.23
S_00416,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.92
S_00417,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.9
S_00418,Supplier notified raw material shortages causing delays.,40.1
S_00419,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,49.41
S_00420,Payment terms: net 30 days.,28.58
S_00421,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,39.58
S_00422,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.1
S_00423,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,45.21
S_00424,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.82
S_00425,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,67.64
S_00426,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,32.43
S_00427,Long-term partnership clause with annual reviews.,29.23
S_00428,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,17.62
S_00429,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.38
S_00430,Penalty clause included for delayed delivery. Payment terms: net 30 days.,20.35
S_00431,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.41
S_00432,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.44
S_00433,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,42.41
S_00434,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.78
S_00435,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.45
S_00436,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,58.45
S_00437,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.97
S_00438,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.25
S_00439,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.15
S_00440,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,39.07
S_00441,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,34.81
S_00442,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.58
S_00443,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,20.47
S_00444,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.25
S_00445,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.03
S_00446,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,42.32
S_00447,No clear penalty clause; termination ambiguous.,58.68
S_00448,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,40.7
S_00449,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,33.59
S_00450,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,31.84
S_00451,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,70.49
S_00452,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.96
S_00453,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,48.11
S_00454,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.19
S_00455,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.38
S_00456,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,15.65
S_00457,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,52.44
S_00458,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,31.27
S_00459,No clear penalty clause; termination ambiguous.,53.32
S_00460,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.07
S_00461,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,55.34
S_00462,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.95
S_00463,Penalty clause included for delayed delivery. Payment terms: net 30 days.,21.98
S_00464,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.87
S_00465,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,55.8
S_00466,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,40.04
S_00467,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,55.78
S_00468,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.4
S_00469,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.45
S_00470,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,53.13
S_00471,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,43.17
S_00472,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.26
S_00473,Standard contract with net 30 payment terms.,32.34
S_00474,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.02
S_00475,Long-term partnership clause with annual reviews.,33.27
S_00476,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,42.38
S_00477,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.77
S_00478,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,36.34
S_00479,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,35.14
S_00480,Payment terms: net 30 days.,32.2
S_00481,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,35.05
S_00482,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.28
S_00483,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.04
S_00484,Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,45.54
S_00485,Long-term partnership clause with annual reviews.,25.88
S_00486,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,17.88
S_00487,Penalty clause included for delayed delivery. Payment terms: net 30 days.,18.51
S_00488,Payment terms: net 30 days. Long-term partnership clause with annual reviews.,33.25
S_00489,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,42.38
S_00490,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.25
S_00491,Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,41.33
S_00492,Payment terms: net 30 days.,27.05
S_00493,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,69.93
S_00494,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,33.99
S_00495,Penalty clause included for delayed delivery.,23.54
S_00496,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,56.69
S_00497,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,41.46
S_00498,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,71.62
S_00499,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.45
S_00500,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,51.39
